9l5F8RA68fZKkMijMG7k,Southwest Airlines,4800,Sustainable Aviation and Fuel Efficiency Project,9/1/2023,1/30/2024,"Philanthropy, Software, DevOps, GreenEnergyIntegration, EnvironmentalResponsibility","Sustainable Aviation and Fuel Efficiency Project (Southwest Airlines): Southwest Airlines is looking for candidates with expertise in sustainable aviation and fuel efficiency. The project involves writing proposals in conjunction with local preservation initiatives to enhance sustainability, optimize fuel efficiency, and contribute to Southwest Airlines' commitment to environmental responsibility."
UomtM1n2RFHJONdB7j7g,AT&T,8800,Telecommunications Network Infrastructure Upgrade Project,2/24/2023,3/26/2023,"Networking, Software, SystemUpgrades, Telecommunications, Connectivity","Telecommunications Network Infrastructure Upgrade Project (AT&T): AT&T is seeking candidates with skills in telecommunications, network infrastructure, and system upgrades. The project focuses on upgrading and optimizing the telecommunications network infrastructure, ensuring reliability in our computer systems, and meeting the evolving demands of AT&T's customers."
tikJii6NavGxuAF3OPQp,Verizon,7200,5G Network Expansion and Optimization Project,8/26/2023,4/25/2024,"Networking, Software, DevOps, 5GNetwork, OptimizationStrategies","5G Network Expansion and Optimization Project (Verizon): Verizon is looking for candidates with experience in 5G network technologies, telecommunications, and optimization strategies. The project involves researching new locations for optimizing the 5G network, ensuring high-performance connectivity by working closely with customer support teams."
F9zmxij0hPfkxyjSFsFL,T-Mobile,4000,Mobile App User Interface Redesign Project,12/2/2023,7/9/2024,"Mobile, UIUX, Frontend, UIRedesign, VisualAppeal","Mobile App User Interface Redesign Project (T-Mobile): T-Mobile is seeking candidates with expertise in mobile app design, UX/UI, and user interface redesign. The project entails redesigning the user interface of mobile applications, optimizing user experiences, and ensuring a visually appealing and intuitive design for T-Mobile's customers. You will also respond to customer support teams directly to implement immediate changes to the codebase."
wyTFLyWdfMJqag3zBJGK,Bath & Body Works Inc,5600,E-commerce Platform Enhancement Project,3/4/2024,8/6/2024,"WebDev, Ecommerce, Software, EcommerceEnhancement, DesignImprovements","E-commerce Platform Enhancement Project (Bath & Body Works Inc): Bath & Body Works Inc is looking for candidates with expertise in e-commerce platforms, retail analytics, and customer experience. You will be tasked with analyzing website analytics through GoogleAnalytics and Tableau."
LBXn0G7gsIjqLxag9iWP,Berkshire Hathaway,3200,Investment Portfolio Analysis and Optimization Initiative,8/26/2023,10/15/2024,"Software, Consulting, Finance, StrategicDecisions, FinancialOptimization","Investment Portfolio Analysis and Optimization Initiative (Berkshire Hathaway): Berkshire Hathaway is seeking candidates with a strong background in finance, investment analysis, and portfolio optimization. Successful candidates will be instrumental in conducting in-depth analysis of investment portfolios, identifying optimization opportunities, and contributing to strategic decisions that align with Berkshire Hathaway's investment goals within the initiative timeline."
hV3mBC0Riz9GhudfoEej,CarMax,8000,Online Car Buying Experience Improvement Project,5/12/2024,6/23/2024,"UIUX, Frontend, UXDesign, OnlineRetail, CustomerExperience","Online Car Buying Experience Improvement Project (CarMax): CarMax is looking for candidates with expertise in UX/UI design, online retail, and customer experience. The project involves enhancing the online car buying experience, implementing and proposing design improvements for the web and mobile application."
qQwixFFsYkeTsNraTEVb,Toyota,8000,Sustainable Mobility Solutions Innovation Challenge,7/25/2023,9/24/2024,"Philanthropy, Software, Innovation, SustainableTransportation, EnvironmentalFriendly","Sustainable Mobility Solutions Innovation Challenge (Toyota): Toyota is seeking candidates with a passion for sustainability, innovation, and expertise in sustainable mobility solutions. The challenge invites individuals to propose innovative ideas for sustainable transportation, contributing to Toyota's commitment to advancing environmentally friendly mobility solutions. You will be tasked with writing a report on avenues of sustainability and public response."
QDmwluHFI2v0uVe4pi9e,Dell Technologies,2400,IT Infrastructure Modernization and Security Project,2/21/2024,4/15/2024,"Software, Networking, Security, DevOps, ModernizationStrategies","IT Infrastructure Modernization and Security Project (Dell Technologies): Dell Technologies is looking for candidates with skills in IT infrastructure, cybersecurity, and modernization strategies. The project involves modernizing IT infrastructure to current standards and migrating codebases from C to C++."
rH4yYujQ4FylV1aCh78O,Ford Motor Company,2400,Electric Vehicle Technology Development Initiative,1/28/2024,3/31/2024,"Software, DevOps, ElectricVehicleTechnology, Innovation, TechnologyDevelopment","Electric Vehicle Technology Development Initiative (Ford Motor Company): Ford Motor Company is seeking candidates with expertise in electric vehicle technology, automotive engineering, and innovation. The initiative focuses on developing advanced electric vehicle motors, more specifically, through 3D CAD models and virtual tests."
gHuzZw8UWTHcoqaOKmT2,Fox Corporation,4800,Digital Media Content Creation and Distribution Project,5/9/2024,10/30/2024,"Software, Advertising, UIUX, ContentCreation, DistributionStrategies","Digital Media Content Creation and Distribution Project (Fox Corporation): Fox Corporation is looking for candidates with skills in digital media, content creation, and distribution strategies. The project involves creating and distributing digital media content for platforms like Instagram/Facebook/TikTok while maintaining a reputation for the FOX brand."
byhOm7ERxIFVxLuHRjTc,Intel,3200,Advanced Processor Architecture Research and Development Project,5/23/2024,7/28/2024,"Software, DevOps, ComputerArchitecture, ResearchDevelopment, ProcessorArchitecture","Advanced Processor Architecture Research and Development Project (Intel): Intel is seeking candidates with a background in computer architecture, processor design, and research and development to thoroughly test advanced processor architectures while optimizing performance with engineering teams."
4lwkHyqy7A4z6B9X9cEX,Lowe's,1600,Customer Data Analytics for Personalized Shopping Experience Project,9/27/2023,10/10/2024,"Software, Networking, Security, DevOps, CustomerDataAnalytics","Customer Data Analytics for Personalized Shopping Experience Project (Lowe's): Lowe's is looking for candidates with expertise in customer data analytics, retail analytics, and personalized shopping experiences. You will play a key role in analyzing customer data with machine learning analytics, running simulations, and proposing strategies to enhance the personalized shopping experience for Lowe's customers."
WR6gSFUNZdb7ep514rpz,Costco,6400,Marketing Strategy Optimization for Membership Engagement Project,6/20/2024,7/20/2024,"Marketing, DataAnalysis, MembershipPrograms, MarketingOptimization, MembershipEngagement","Marketing Strategy Optimization for Membership Engagement Project (Costco): Costco is seeking candidates with skills in marketing strategy, membership engagement, and data analytics. The project involves optimizing marketing strategies to enhance membership engagement through data analysis with Excel and PowerBI. You will conduct a formal review on Costco's current methods with the marketing and PR team."
ne7GCO6l1pRuEp85498g,PepsiCo,6400,Data-Driven Product Innovation and Market Expansion Initiative,7/23/2023,12/13/2023,"DataAnalysis, DataDrivenInnovation, MarketExpansion, ConsumerInsights, ProductInnovation","Data-Driven Product Innovation and Market Expansion Initiative (PepsiCo): PepsiCo is looking for candidates with expertise in data-driven product innovation, market expansion, and consumer insights. You will conduct industry research on new and innovative products, and communicate with product development teams on your findings."
AyqftAgrhzPGi2PXLcqs,Coca Cola,3200,Market Segmentation and Brand Positioning Analysis Project,8/27/2023,1/23/2024,"Marketing, MarketSegmentation, BrandPositioning, MarketAnalysis, StrategicDecisions","Market Segmentation and Brand Positioning Analysis Project (Coca Cola): Coca Cola is seeking candidates with skills in market segmentation, brand positioning, and market analysis. The project involves conducting in-depth market segmentation analysis by collecting data from buyers and sellers. You will present a final timeline on how Coca Cola will improve its market performance over time."
VLHdq8CxkqLboWvLbHfB,Proctor & Gamble,1600,Consumer Behavior Analysis and Product Portfolio Optimization Project,10/21/2023,6/18/2024,"DataAnalysis, ConsumerBehaviorAnalysis, PortfolioOptimization, MarketResearch, StrategicDecisions","Consumer Behavior Analysis and Product Portfolio Optimization Project (Proctor & Gamble): Proctor & Gamble is looking for candidates with expertise in consumer behavior analysis, product portfolio optimization, and market research. The project involves analyzing consumer behavior, optimizing product portfolio with optimization software, and presenting your findings to enhance Proctor & Gamble's market presence."
k28azTriTrst84SL04F4,Pfizer,9600,Pharmaceutical Market Trends Analysis and Forecasting Project,6/18/2023,12/7/2024,"Pharmaceuticals, DataAnalysis, MarketAnalysis, Forecasting, and Research","Pharmaceutical Market Trends Analysis and Forecasting Project (Pfizer): Pfizer is seeking candidates with a background in pharmaceuticals, market analysis, and forecasting. You will research market trends for pharmaceutical goods, forecasting pharmaceutical demand using probablistic and time-series methods, and contributing to Pfizer's strategic decisions by conducting thorough literature reviews within the pharmaceutical market."
4tZpKNEiFFkh0BaVj1Hs,Moderna,4000,Biotech Product Launch Strategy and Market Penetration Project,5/4/2024,11/7/2024,"Biopharmaceuticals, Strategy, Biotech, MarketPenetration, and Marketing","Biotech Product Launch Strategy and Market Penetration Project (Moderna): Moderna is looking for candidates with expertise in biotech product launches, market penetration strategies, and biopharmaceuticals. You will begin by investigating product launch strategies through public relations and media representation, then you will learn about consumer repsonse through surveying and other data collection methods, and presenting to company representatives as a conclusion to the project."
